business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,hours_Monday,hours_Tuesday,hours_Wednesday,hours_Thursday,hours_Friday,hours_Saturday,hours_Sunday
SeKHzoj1qNEHs1pTYD_fbg,Leandro's Pizza House,4501 Frankford Ave,Philadelphia,PA,19124.0,40.0138105,-75.086004,3.5,11,1,"Restaurants, Pizza",Closed,Closed,Closed,Closed,Closed,Closed,Closed
n_EpP8nXoE36_D1720GXtA,Keven Parker Soul Food Cafe,51 N 12th St,Philadelphia,PA,19107.0,39.9529722,-75.1595819,3.0,179,0,"Southern, Comfort Food, Restaurants, Soul Food",11:00-18:00,11:00-18:00,11:00-18:00,11:00-18:00,11:00-18:00,11:00-18:00,11:00-18:00
e2l19ABu1xIn9hnvWukJ3Q,Aladdin Pizzeria & Eatery,4746 Spruce St,Philadelphia,PA,19139.0,39.9533259,-75.217555,3.0,57,0,"Italian, American (Traditional), Pizza, Restaurants",10:30-01:30,10:30-01:30,10:30-01:30,10:30-01:30,10:30-01:30,10:30-01:30,10:30-01:30
TdrNka-oPWf4B-jN9rKltw,Bok Bar,800 Mifflin St,Philadelphia,PA,19148.0,39.9255095,-75.159212,4.0,251,1,"Wine Bars, Bars, Beer Bar, Filipino, Vietnamese, Mexican, Nightlife, Mediterranean, Restaurants, Tacos, Lounges, Kebab, Falafel",Closed,Closed,17:00-23:00,17:00-23:00,17:00-23:00,17:00-23:00,14:00-22:00
gXwHMtF-PLNG_9n7t9IxBA,Dilworth Park Café,1400 John F Kennedy Blvd,Philadelphia,PA,19102.0,39.953245,-75.164426,3.0,10,1,"Coffee & Tea, Cafes, Restaurants, Food",07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,08:00-19:00,08:00-19:00
K6hAv8V2cTuXQtU3VHAD6w,Tres Jalapenos,901 S 8th St,Philadelphia,PA,19147.0,39.9384274,-75.1561557,3.5,354,1,"Mexican, Restaurants",10:00-02:00,10:00-02:00,10:00-02:00,10:00-02:00,10:00-02:00,10:00-02:00,10:00-02:00
Tg1wUs7niPlD68hXbzP1gw,Texas Chicken & Burgers,5818 Woodland Ave,Philadelphia,PA,19143.0,39.9307397668,-75.2267041391,2.5,8,1,"Restaurants, Halal, Fast Food",10:00-01:00,10:00-01:00,10:00-01:00,10:00-01:00,10:00-02:00,10:00-02:00,10:00-01:00
NDb1YaV6Dls7SRW6dPtIOQ,Spiga,1305 Locust St,Philadelphia,PA,19107.0,39.948202,-75.162588,3.5,45,0,"Italian, Restaurants",12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-23:00,17:00-23:00,Closed
DT3ujxJgs_OTgC-ZYf14Fw,South Philly Italian Kitchen,311 W Mt Pleasant Ave,Philadelphia,PA,19119.0,40.0541409,-75.1944474,4.5,43,1,"Venues & Event Spaces, Event Planning & Services, Restaurants, Italian",Closed,17:00-21:00,17:00-21:00,17:00-21:00,17:00-21:00,17:00-21:00,16:00-20:30
8Wq0LZSuHdPTlleQD5sU_w,The Bubble House,3404 Sansom St,Philadelphia,PA,19104.0,39.9535101,-75.1924985,2.5,116,0,"American (Traditional), Sandwiches, Tea Rooms, Coffee & Tea, Food, Asian Fusion, Restaurants",11:00-00:00,11:00-00:00,11:00-02:00,11:00-02:00,11:00-02:00,12:00-02:00,12:00-00:00
pXRrRf8fDv6yU3xp1E25hA,Bud & Marilyn's,1234 Locust St,Philadelphia,PA,19107.0,39.947787,-75.162293,4.0,1303,1,"Breakfast & Brunch, Nightlife, Bars, Restaurants, American (Traditional)",16:00-21:00,16:00-21:00,16:00-22:00,16:00-22:00,16:00-22:00,16:00-22:00,16:00-21:00
mgJvxgVQHISCAhp1fQ8VsA,Danny's Wok,5750 Baltimore Ave,Philadelphia,PA,19143.0,39.9452422,-75.2387335,3.0,37,1,"Restaurants, Chinese, Chicken Wings",11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-23:00,11:00-23:00,11:30-22:00
voedsXPlAFPHdvjAgIV2zw,Alaska King Crab House,4834 Lancaster Ave,Philadelphia,PA,19131.0,39.9730713726,-75.2188593214,2.5,25,1,"Seafood, Restaurants",10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-22:00,10:00-22:00,11:00-19:00
8ueey6KW9crymWsjjFLr8w,Vince's Pizzeria,"2550 Grant Ave, Ste 350",Philadelphia,PA,19115.0,40.0792602509,-75.0264387272,3.5,164,1,"Restaurants, Pizza",16:00-22:00,16:00-22:00,16:00-22:00,16:00-22:00,16:00-23:00,16:00-23:00,16:00-22:00
VdpwcM3GQ2AjzSm5-9ZuTA,Wister BYOB,26 N 3rd St,Philadelphia,PA,19106.0,39.9509776083,-75.1457880065,4.0,94,0,"Restaurants, Venues & Event Spaces, Seafood, Breakfast & Brunch, American (New), American (Traditional), Event Planning & Services",Closed,17:00-21:00,17:00-21:00,17:00-21:00,17:00-22:00,17:00-22:00,17:00-21:00
2XHBmfcPgVBNY2QVDYKUZg,Sabroso+Sorbo,21 North Juniper St,Philadelphia,PA,19107.0,39.953016,-75.161808,4.0,15,1,"Tapas Bars, Spanish, Tapas/Small Plates, Restaurants",06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00
PtFZJdyXZxVO_VXWMLNpvQ,Profi's Crêperie,51 N 12th St,Philadelphia,PA,19107.0,39.953328,-75.159268,4.0,155,1,"Creperies, French, Restaurants",08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,09:00-17:00
dSKQunGYhaf7eCrskfrVzQ,Lucky's Mexican Spot Food Truck,37th And Spruce St,Philadelphia,PA,19104.0,39.951048,-75.197272242,3.0,19,1,"Food, Food Trucks, Restaurants, Mexican",10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,Closed,Closed
EkfRDqvHqLGdaJkwEWvMRw,On Charcoal,6516 Castor Ave,Philadelphia,PA,19149.0,40.0413179,-75.076034,2.5,18,1,"Latin American, Restaurants, Colombian",Closed,09:30-22:00,09:30-22:00,09:30-22:00,09:00-20:00,11:00-21:00,09:30-22:00
2fJ-WxJlUN6azp3bzrJ0zA,Pho Ha,600 Washington Ave,Philadelphia,PA,19147.0,39.9344521341,-75.1544015359,4.0,485,1,"Restaurants, Chinese, Vietnamese",09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:30
6vJTWsX-0xxdEd-C0fLF_A,Mega Quality Pizza Restaurant,9829 Bustleton Ave,Philadelphia,PA,19115.0,40.0904272,-75.0325133,4.0,26,1,"Pizza, Restaurants",Closed,Closed,Closed,Closed,Closed,Closed,Closed
LwX2vbzttWYAdoBoVtfvRg,City Tap House,"3925 Walnut St, Fl 2, Radian Balcony",Philadelphia,PA,19104.0,39.9543092612,-75.2013524735,3.5,742,0,"Pubs, Gastropubs, Venues & Event Spaces, Bars, Nightlife, Event Planning & Services, American (New), Restaurants",11:30-23:30,11:30-23:30,11:30-23:30,11:00-23:30,11:30-01:00,11:30-01:00,11:30-23:30
jdaKKqnbO5_eaucmUc0lHQ,Cheese E Wagon,3311 Market St,Philadelphia,PA,19104.0,39.955719733,-75.1902707666,4.5,47,0,"Food, Food Trucks, Restaurants, Sandwiches",10:30-15:30,10:30-15:30,10:30-15:30,10:30-15:30,10:30-15:30,Closed,Closed
ApIkL5Nngq0bckgouxiAqQ,Philly Pretzel Factory,2125 W Oregon Ave,Philadelphia,PA,19145.0,39.9189705,-75.1837813,3.0,16,1,"Pretzels, Food, Restaurants, Bakeries, Hot Dogs",Closed,Closed,Closed,Closed,Closed,Closed,Closed
EFCBh1g7X5u5v_tNeLTr_w,Tower Bistro,1717 Arch St,Philadelphia,PA,19195.0,39.9553097,-75.1692673,4.0,16,0,"Restaurants, Sandwiches, Bistros",Closed,Closed,Closed,Closed,Closed,Closed,Closed
O7l6SYxKM5Skl7i-JsRJ1g,LaTao HotPot,3717 Chestnut St,Philadelphia,PA,19104.0,39.9552832486,-75.1975534335,4.0,138,1,"Szechuan, Chinese, Restaurants, Hot Pot",11:15-22:45,11:15-22:45,11:15-22:45,11:15-22:45,11:15-22:45,11:15-22:45,12:00-22:45
c1v7KERdB741pw7d53HGdA,Ancient Spirits & Grille,1726 Chestnut St,Philadelphia,PA,19103.0,39.9515662944,-75.1698796416,4.0,31,1,"Bars, Nightlife, Lounges, Cocktail Bars, Middle Eastern, Modern European, Restaurants",11:00-22:30,11:00-22:30,11:00-22:30,11:00-22:30,11:00-23:00,11:00-23:00,11:00-22:00
IU6FsZm-1BAEymLBYJ_PMQ,Mattei Family Pizza,1260 Point Breeze Ave,Philadelphia,PA,19145.0,39.935697,-75.1786034,4.5,57,0,"Pizza, Restaurants",Closed,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00
zwgBxmrmPBF6N2uRTUYXrQ,Sugars,225 Church St,Philadelphia,PA,19106.0,39.950992,-75.144882,3.5,148,0,"Pubs, Nightlife, Bars, Restaurants, Dive Bars",Closed,Closed,12:00-02:00,12:00-02:00,12:00-02:00,12:00-02:00,Closed
QWZuvqTYTMncVdhulUU73A,Miel Patisserie,204 S 17th St,Philadelphia,PA,19103.0,39.9497118,-75.169361,3.5,432,1,"Desserts, Chocolatiers & Shops, Food, Restaurants, Bakeries, Specialty Food, Coffee & Tea",07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,08:00-19:00,09:00-18:00
4R2KR_-FybS7oegGrXjHVg,Del Frisco's Double Eagle Steakhouse,1428-1432 Chestnut St,Philadelphia,PA,19102.0,39.9509564,-75.1654591,4.0,1129,1,"Food, Restaurants, Seafood, Specialty Food, Steakhouses, American (Traditional)",17:00-21:00,17:00-21:00,17:00-21:00,17:00-22:00,17:00-00:00,15:00-20:00,16:00-21:00
m5ne44a3Vu7-zILKGxc4SQ,Mad River Manayunk,4100 Main St,Philadelphia,PA,19127.0,40.0222502,-75.218689,2.0,100,0,"Restaurants, Bars, American (Traditional), Sports Bars, Nightlife",Closed,17:00-02:00,17:00-02:00,17:00-02:00,17:00-02:00,17:00-02:00,12:00-02:00
t6g6Lj8WzjIXXucCl9jdTQ,T-Swirl Crêpe,150 N 10th St,Philadelphia,PA,19107.0,39.9550806,-75.1561748,4.0,401,1,"Salad, Coffee & Tea, Juice Bars & Smoothies, Desserts, Ice Cream & Frozen Yogurt, Food, Creperies, Gluten-Free, Restaurants, Japanese",11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-00:00,11:00-00:00,11:00-23:00
YQD_Gm999Cthin64uLdOdA,McDonald's,3100 W Allegheny Ave,Philadelphia,PA,19132.0,40.004757308,-75.1798403263,1.5,25,1,"Coffee & Tea, Food, Restaurants, Fast Food, Burgers",06:00-00:00,06:00-00:00,06:00-00:00,06:00-00:00,06:00-00:00,06:00-00:00,06:00-00:00
8iXVU-DFq1r_a3QTn24T8w,The Bao Bar,1016 Race St,Philadelphia,PA,19107.0,39.9551734924,-75.1566696167,3.5,34,1,"Barbeque, Nightlife, Sandwiches, Bars, Restaurants",11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
4J06--ty2Ydj1---IsArLw,Cantina Los Caballitos,1651 E Passyunk Ave,Philadelphia,PA,19148.0,39.9288976,-75.1644726699,3.5,874,1,"Restaurants, Mexican, Breakfast & Brunch, Bars, Fast Food, Nightlife",11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00
NKHiFAO78E_ty7xpK_gVKw,The Restaurant at JNA Institute of Culinary Arts,1212 S Broad St,Philadelphia,PA,19146.0,39.9351965,-75.1676847,4.0,61,1,"American (Traditional), Caterers, Cooking Schools, Specialty Schools, Education, Event Planning & Services, Restaurants",Closed,Closed,Closed,16:30-20:00,16:30-20:00,Closed,Closed
LB9_i89g1iUIInJ7cK9EJw,PC Restaurant,1500 John F Kennedy Blvd,Philadelphia,PA,19102.0,39.9534989,-75.1658782,3.0,8,1,"Breakfast & Brunch, Restaurants",Closed,Closed,Closed,Closed,Closed,Closed,Closed
MOzcNxZ-myfX-6H3vAOGVA,All Aboard Seafood,2624 Brown St,Philadelphia,PA,19130.0,39.9702815,-75.1806097,4.0,23,0,"Seafood, Soul Food, Restaurants",Closed,Closed,Closed,16:00-23:00,16:00-23:00,16:00-23:00,Closed
McQZweV9DLoNzbJWksPJ6w,Pilgrim Roasters,4120 Main St,Philadelphia,PA,19127.0,40.0226761,-75.2192502,4.5,82,1,"Coffee & Tea, Coffee Roasteries, Food, Restaurants, Cafes",07:00-15:00,07:00-15:00,07:00-15:00,07:00-15:00,07:00-15:00,08:00-15:00,08:00-15:00
ADVW2S9Ucm6UrKSxLOXpxA,Saute,775 S Front St,Philadelphia,PA,19147.0,39.937879,-75.1445339,4.0,25,0,Restaurants,Closed,17:00-21:00,17:00-21:00,17:00-21:00,17:00-22:00,17:00-22:00,17:00-21:00
t1eYAQHJXgzj-g-iZF0u_A,Petit Roti,248 S 11th St,Philadelphia,PA,19107.0,39.9471698,-75.1594545,4.0,38,0,"Restaurants, French, Food, Specialty Food, Sandwiches, Ethnic Food, Meat Shops, Soup",10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-16:00,Closed
R0hmtwcPsh3EwjE89-H9Bg,Taglio,3716 Spruce St,Philadelphia,PA,19104.0,39.951131,-75.198256,3.5,13,0,"Restaurants, Pizza",Closed,Closed,Closed,Closed,Closed,Closed,Closed
mmYktTUV_ujnw2kOdBGZZg,Pronto Uno Pizza,5809 Rising Sun Ave,Philadelphia,PA,19120.0,40.0429939,-75.1038531,2.0,10,1,"Caterers, Event Planning & Services, Pizza, Restaurants",Closed,Closed,Closed,Closed,Closed,Closed,Closed
mLf2ly4K1d27Gd81UHtBbg,Vernalicious,101 W Ritner St,Philadelphia,PA,19148.0,39.9180793,-75.1492252,4.5,69,0,"Salad, Food Trucks, Street Vendors, Restaurants, Sandwiches, Food, Chicken Wings, Burgers, American (New)",Closed,Closed,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00
Q06X6uwnTpH9qKij-KZjGg,Pappy's Pizza,1212 N 52nd St,Philadelphia,PA,19131.0,39.9717909,-75.226199,4.0,6,0,"Food, Pizza, Restaurants",11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-01:00,11:00-01:00,12:00-23:00
GXJyNhIlZ0_Obeize1Oj7A,The Hadley,"2200 Benjamin Franklin Pkwy, E Tower",Philadelphia,PA,19130.0,39.9607681115,-75.1776570082,4.0,76,1,"Desserts, Cocktail Bars, Restaurants, Food, Bars, Nightlife, American (New), Lounges, American (Traditional)",Closed,Closed,15:00-21:00,15:00-21:00,15:00-22:00,12:00-22:00,12:00-21:00
K3RURR9lIEE4JjOaPt99zg,Sabrina's Café,910 Christian St,Philadelphia,PA,19147.0,39.938871,-75.158236,4.0,1176,0,"Vegetarian, Breakfast & Brunch, American (New), Coffee & Tea, American (Traditional), Caterers, Food, Cafes, Event Planning & Services, Restaurants, Diners",08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00
vDEumX1eZTZC6VROCwnnZQ,Butcher Burger Philly,1016-18 Race St,Philadelphia,PA,19107.0,39.9552705,-75.1566243,4.0,16,0,"American (Traditional), Burgers, Restaurants",11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-02:00,11:00-02:00,11:00-22:00
_LyMQFlhNLiXGElj1A-KEA,Ed's Pizza House,5308 Rising Sun Ave,Philadelphia,PA,19120.0,40.0307077,-75.1183491,2.5,16,1,"Restaurants, Pizza",Closed,Closed,Closed,Closed,Closed,Closed,Closed
xQAr8LBmjvN5ns_oWEDSwA,Ro-Zu,700 S 7th st,Philadelphia,PA,19147.0,39.9413387,-75.1541199,4.5,18,0,"Restaurants, Sushi Bars",Closed,16:00-22:00,16:00-22:00,16:00-22:00,16:00-23:00,16:00-23:00,Closed
utk0M6RZXbtTYTbip40Bdw,Meskerem Ethiopian Restaurant,225 S 45th St,Philadelphia,PA,19104.0,39.9542756,-75.2115951,4.5,105,1,"Ethiopian, Restaurants",12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00
GAhzoZq315gjxCUeVNQTGA,Best Cake Kosher Bakery,7594 Haverford Ave,Philadelphia,PA,19151.0,39.9793747,-75.2689266,3.5,13,1,"Bakeries, Food, Restaurants, Desserts",08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,Closed,07:00-17:00
peg-QfuNihvtk4P1jpuMCQ,Old Nelson Food Company,35 S 13th St,Philadelphia,PA,19107.0,39.9509674,-75.1614916,3.5,33,1,"Restaurants, Delis, Convenience Stores, Food, Grocery",07:00-21:00,07:00-21:00,07:00-21:00,07:00-21:00,07:00-21:00,08:00-18:00,Closed
115Vnqj_18yog_PWIV0JzA,Kibitz in the City,703 Chestnut St,Philadelphia,PA,19106.0,39.9495193,-75.152609,4.0,13,0,"Restaurants, Delis, Sandwiches",Closed,Closed,Closed,Closed,Closed,Closed,Closed
ktVyJYDAgSxrcuQuSlvIEg,Jason's Toridasu City Avenue,"3800 City Ave, Unit C",Philadelphia,PA,19131.0,40.0084750866,-75.2097653893,4.5,27,0,"Japanese, Burgers, Sushi Bars, Fast Food, Restaurants",Closed,Closed,Closed,Closed,06:15-06:30,Closed,Closed
1uH04sUUaBmtHq89OIXd_Q,Salt & Pepper,1623 E Passyunk Ave,Philadelphia,PA,19148.0,39.929332,-75.163804,4.0,89,0,"French, Restaurants, American (New)",Closed,17:00-22:00,17:00-22:00,17:00-22:00,17:00-22:00,17:00-22:00,Closed
E0PQ4AV8cos828VUWvkbbg,City Pizza of 16th St,2700 S 16th St,Philadelphia,PA,19145.0,39.917108,-75.1748417,3.0,40,1,"Restaurants, Pizza",Closed,Closed,Closed,Closed,Closed,Closed,Closed
6_LnAQQ0-mml8YgpfRjGuA,Saad's Halal Restaurant,4500 Walnut St,Philadelphia,PA,19139.0,39.9549627,-75.2118511,4.5,702,1,"Halal, Middle Eastern, Restaurants, Food, Indian, Cheesesteaks, Desserts",11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-22:00,11:00-22:00,Closed
981Xj6Sey1CjyP6WQ70lzg,Waterfront Gourmet Cafe & Deli,5 N Christopher Columbus Blvd,Philadelphia,PA,19106.0,39.9505446,-75.1393768,4.0,34,1,"Coffee & Tea, Cafes, American (Traditional), Restaurants, Caterers, Sandwiches, Event Planning & Services, Food, Delis, Bagels",07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,08:00-20:00,08:00-20:00
T98nJU1RgjJfRJmJv4cOaA,La Lagosta,901 E Cayuga St,Philadelphia,PA,19124.0,40.0150652,-75.1090421,3.5,8,1,"Nightlife, Portuguese, Iberian, Seafood, Food, Spanish, Bars, American (Traditional), Restaurants",12:00-01:30,12:00-01:30,12:00-01:30,12:00-01:30,12:00-01:30,12:00-01:30,12:00-01:30
1rj-epXF4KW2z2U7FGISKw,Mojo's Pizza 2,2084 E Allegheny Ave,Philadelphia,PA,19134.0,39.991377,-75.110666,3.5,7,0,"Restaurants, Food Delivery Services, Food, Pizza",11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-00:00,11:00-00:00,12:00-22:00
zaeNGZfmOiBzGVqGhRfX3w,Le Caveau,614 S 7th St,Philadelphia,PA,19147.0,39.9417309203,-75.1541846618,4.0,5,1,"Nightlife, Wine Bars, Bars, Restaurants, French",Closed,18:00-00:00,18:00-00:00,18:00-00:00,18:00-00:00,18:00-00:00,Closed
EHI7zAt0wuI6mVuoXnrBRw,Oxford Restaurant Breakfast and Lunch,5349 Oxford Ave,Philadelphia,PA,19124.0,40.0294638,-75.0847629,4.5,30,1,"Restaurants, Breakfast & Brunch",07:00-14:30,07:00-14:30,07:00-14:30,07:00-14:30,07:00-14:30,07:00-14:30,08:00-14:30
Jmm8H0GCKaLtKOEM1brLeA,Moe's Hot Dog House,2601 Washington Ave,Philadelphia,PA,19146.0,39.9405126,-75.1866827,4.0,31,0,"Restaurants, Hot Dogs, Diners",06:30-15:00,06:30-15:00,06:30-15:00,06:30-15:00,06:30-15:00,08:00-15:00,Closed
CxXYiJBkq9kqsgtdagqVgw,Bacio,311 W Mt Pleasant Ave,Philadelphia,PA,19119.0,40.0541409,-75.1944474,4.0,183,0,"Restaurants, Italian, Vegan, Gluten-Free",Closed,17:30-21:00,17:30-21:00,17:30-21:00,17:30-22:00,17:30-22:00,17:30-21:00
AKrFJ7vuBbLPfE9u2HVEkQ,Tai Lake Restaurant,134 N 10th St,Philadelphia,PA,19107.0,39.9546629,-75.156162,3.5,279,1,"Chinese, Noodles, Restaurants, Seafood",11:30-21:00,11:30-21:00,11:30-21:00,11:30-21:00,11:30-21:00,11:30-21:00,11:30-21:00
C7diOJxxEOJyGOc41PWPRg,Ramen Boy,204 N 9th St,Philadelphia,PA,19107.0,39.9556092217,-75.1544451714,3.0,63,0,"Japanese, Restaurants",Closed,11:00-22:00,11:00-22:00,11:00-22:00,11:00-23:00,11:00-23:00,Closed
VayJyqAwLdMBt9HAINkxrA,Jazmin Restaurant,2013 N 63rd St,Philadelphia,PA,19151.0,39.9860854,-75.2475653,4.0,11,0,"Indian, Restaurants, Pakistani",Closed,Closed,11:30-21:30,11:30-21:30,11:30-21:30,17:00-21:30,17:00-21:30
R30PxELpBV31Ugy7n-MZaw,Honest Tom's,33rd St and Arch St,Philadelphia,PA,19104.0,39.9576111,-75.1890822,4.0,58,0,"Restaurants, Food Stands, Breakfast & Brunch, Mexican",09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,Closed,Closed
c03A95ESCbxwAtTATBPAag,New China Gourmet,2552 E Allegheny Ave,Philadelphia,PA,19134.0,39.985719,-75.104254,3.0,6,0,"Restaurants, Chinese",11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-00:00,11:00-00:00,12:00-23:00
phQZ65kaARzcL1fAquR8LQ,Breezy's Cafe,1200 Point Breeze Ave,Philadelphia,PA,19146.0,39.9372476,-75.1771019,4.5,96,0,"Cafes, Sandwiches, Restaurants, Vegan",Closed,10:30-20:30,10:30-20:30,10:30-20:30,10:30-20:30,09:00-17:00,09:00-15:30
4JTY29QkmdbmpMms3Midqg,Philly Tacos,2011 Reed St,Philadelphia,PA,19146.0,39.9343559,-75.1777433,4.5,85,1,"Tacos, Event Planning & Services, Latin American, Vegetarian, Mexican, Food, Food Delivery Services, Caterers, Restaurants, Vegan, Party & Event Planning, Food Stands, Spanish, American (New), New Mexican Cuisine",Closed,Closed,Closed,Closed,Closed,Closed,Closed
AjQGanUkM-SFa7MxwTfMRw,Elwood,1007 Frankford Ave,Philadelphia,PA,19125.0,39.9664035366,-75.1342273504,5.0,38,1,"American (Traditional), American (New), Food, Tea Rooms, Restaurants",Closed,Closed,Closed,17:00-22:00,17:00-22:00,17:00-22:00,17:00-22:00
hGb-yA-llJ7hnw9NyzE52A,Crunchik'n,212 S 11th St,Philadelphia,PA,19107.0,39.9482037845,-75.1593080163,4.5,173,1,"Chicken Shop, Restaurants, Korean",11:30-21:00,11:30-21:00,11:30-21:00,11:30-21:00,11:30-23:00,12:00-23:00,12:00-21:00
kYdYcTZMW2_GIuUug0Npjw,Asian Chopsticks,4044 Woodhaven Rd,Philadelphia,PA,19154.0,40.0849507806,-74.9706139416,4.0,30,1,"Soup, Restaurants, Chinese",Closed,11:00-22:00,11:00-22:00,11:00-22:00,11:00-23:00,11:00-23:00,12:00-22:00
-9CvbWc-vPYsoioAgZii4Q,Bocca,236 Market St,Philadelphia,PA,19106.0,39.949801,-75.145145,3.5,17,0,"Bars, Tapas Bars, Lounges, Nightlife, Mediterranean, Restaurants",16:00-23:00,16:00-23:00,16:00-23:00,16:00-23:00,11:30-02:00,11:30-02:00,Closed
S_tnVfkq5pHY_JpO5NfjYQ,Sorrento Bona Pizza,742 Red Lion Rd,Philadelphia,PA,19115.0,40.1055354,-75.0336936,4.0,9,0,"Restaurants, Pizza",Closed,Closed,Closed,Closed,Closed,Closed,Closed
jYFMSF-AyKrvLPWMW6l5JQ,Ortlieb's,847 N 3rd St,Philadelphia,PA,19123.0,39.9645525834,-75.142451269,4.0,96,1,"Tex-Mex, Nightlife, Lounges, Vegan, Bars, Dive Bars, Tacos, Music Venues, Mexican, Arts & Entertainment, Restaurants",Closed,18:00-02:00,18:00-00:00,18:00-00:00,18:00-02:00,18:00-02:00,18:00-00:00
AJzAO951NR1LFaBHojeudg,Tableau at PAFA,128 N Broad St,Philadelphia,PA,19102.0,39.9556239,-75.1634392,3.5,19,1,"Restaurants, Museums, Coffee & Tea, Sandwiches, Food, Arts & Entertainment, Cafes",08:00-17:30,08:00-17:30,08:00-17:30,08:00-17:30,08:00-17:30,09:00-15:00,11:00-15:00
Hnz1_h_D1eHSRtQqHSCZkw,Thai Singha House,3939 Chestnut St,Philadelphia,PA,19104.0,39.9557722,-75.2016636,3.0,79,0,"Restaurants, Thai",17:00-21:00,17:00-21:00,17:00-21:00,17:00-21:00,17:00-22:00,17:00-22:00,17:00-21:00
ol5npt2HXo9r3yKa3wBlYQ,Ninja Sushi Hibachi,14100 Bustleton Ave,Philadelphia,PA,19116.0,40.1319562,-75.0122738,4.0,224,1,"Restaurants, Japanese, Sushi Bars",16:45-21:45,12:00-22:00,12:00-22:00,16:45-21:45,16:45-22:45,12:30-22:45,12:30-21:45
NOBXu1eDYKFg8P3oys4LGg,Phu Fha Thai Restaurant,6190 Ridge Ave,Philadelphia,PA,19128.0,40.0298872,-75.2187574,3.5,122,0,"Restaurants, Thai",11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-22:00,12:00-22:00,16:00-21:00
rWA6yZrumwkHocyfXKPgxg,Ron's Ribs,1627 South St,Philadelphia,PA,19146.0,39.9443093,-75.169731,4.0,28,0,"Restaurants, Barbeque",Closed,13:00-22:00,13:00-22:00,13:00-22:00,13:00-03:00,13:00-03:00,12:00-21:00
euYhP1oVHnXITQ3VldrI9Q,Grillicious,32 S 18th St,Philadelphia,PA,19103.0,39.9521484375,-75.1703491211,4.0,5,0,"Mediterranean, Restaurants",07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,07:00-20:00,11:30-17:00,Closed
QZahNN5HNXZPloHdTHmeYQ,Ulivo,521 Catharine St,Philadelphia,PA,19147.0,39.9387161,-75.1526154,4.0,96,0,"Restaurants, Italian",17:00-22:00,17:00-22:00,17:00-22:00,17:00-22:00,17:00-23:00,17:00-23:00,16:30-21:00
Tdb_Nd4EQar9sXE-a8SPSA,Gail's Caribbean & American Cuisine,5555 N 5th St,Philadelphia,PA,19120.0,40.0362043,-75.1302866,4.0,6,0,"Caribbean, Restaurants, Seafood, American (Traditional), Food, Trinidadian, American (New), Indian, Specialty Food",09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00
vf2dlfdopFlerxozUwgPDg,Dos Hermanos Tacos,3342 Market St,Philadelphia,PA,19104.0,39.9555591054,-75.1907571761,4.5,70,1,"Food, Caterers, Event Planning & Services, Food Trucks, Restaurants, Tacos, Mexican",11:00-14:00,09:30-15:00,09:30-15:00,09:30-15:00,09:30-15:00,Closed,Closed
